"Recip_County","FIPS","year","total_vacc"
"Nassau County","36059",2021,1043946
"Nassau County","36059",2022,1173518
"Natchitoches Parish","22069",2020,0
"Natchitoches Parish","22069",2021,15658
"Natchitoches Parish","22069",2022,17066
"Natrona County","56025",2020,0
"Natrona County","56025",2021,33737
"Natrona County","56025",2022,38059
"Navajo County","04017",2020,0
"Navajo County","04017",2021,76791
"Navajo County","04017",2022,94207
"Navarro County","48349",2020,0
"Navarro County","48349",2021,21396
"Navarro County","48349",2022,22999
"Nelson County","21179",2020,0
"Nelson County","21179",2021,22942
"Nelson County","21179",2022,24944
"Nelson County","38063",2020,0
"Nelson County","38063",2021,1990
"Nelson County","38063",2022,2117
"Nelson County","51125",2020,0
"Nelson County","51125",2021,8183
"Nelson County","51125",2022,8599
"Nemaha County","20131",2020,0
"Nemaha County","20131",2021,5277
"Nemaha County","20131",2022,5715
"Nemaha County","31127",2020,0
"Nemaha County","31127",2021,3367
"Nemaha County","31127",2022,3612
"Neosho County","20133",2020,0
"Neosho County","20133",2021,4202
"Neosho County","20133",2022,4789
"Neshoba County","28099",2020,0
"Neshoba County","28099",2021,11293
"Neshoba County","28099",2022,12830
"Ness County","20135",2020,0
"Ness County","20135",2021,1386
"Ness County","20135",2022,1488
"Nevada County","05099",2020,0
"Nevada County","05099",2021,3455
"Nevada County","05099",2022,3948
"Nevada County","06057",2020,0
"Nevada County","06057",2021,60766
"Nevada County","06057",2022,66315
"New Castle County","10003",2020,0
"New Castle County","10003",2021,361664
"New Castle County","10003",2022,408705
"New Hanover County","37129",2020,0
"New Hanover County","37129",2021,141432
"New Hanover County","37129",2022,164897
"New Haven County","09009",2020,0
"New Haven County","09009",2021,629923
"New Haven County","09009",2022,700265
"New Kent County","51127",2020,0
"New Kent County","51127",2021,11520
"New Kent County","51127",2022,12188
"New London County","09011",2020,0
"New London County","09011",2021,200515
"New London County","09011",2022,218565
"New Madrid County","29143",2020,0
"New Madrid County","29143",2021,5471
"New Madrid County","29143",2022,5938
"New York County","36061",2020,107
"New York County","36061",2021,1321522
"New York County","36061",2022,1506179
"Newaygo County","26123",2020,0
"Newaygo County","26123",2021,21052
"Newaygo County","26123",2022,22403
"Newberry County","45071",2020,0
"Newberry County","45071",2021,19357
"Newberry County","45071",2022,20944
"Newport County","44005",2020,0
"Newport County","44005",2021,62099
"Newport County","44005",2022,65319
"Newport News city","51700",2020,0
"Newport News city","51700",2021,91524
"Newport News city","51700",2022,95826
"Newton County","05101",2020,0
"Newton County","05101",2021,2541
"Newton County","05101",2022,2759
"Newton County","13217",2020,0
"Newton County","13217",2021,22835
"Newton County","13217",2022,48805
"Newton County","18111",2020,0
"Newton County","18111",2021,4239
"Newton County","18111",2022,4716
"Newton County","28101",2020,0
"Newton County","28101",2021,10620
"Newton County","28101",2022,11659
"Newton County","29145",2020,0
"Newton County","29145",2021,14391
"Newton County","29145",2022,15694
"Newton County","48351",2020,0
"Newton County","48351",2021,3292
"Newton County","48351",2022,3416
"Nez Perce County","16069",2020,0
"Nez Perce County","16069",2021,20474
"Nez Perce County","16069",2022,24203
"Niagara County","36063",2020,0
"Niagara County","36063",2021,134140
"Niagara County","36063",2022,142900
"Nicholas County","21181",2020,0
"Nicholas County","21181",2021,3706
"Nicholas County","21181",2022,3936
"Nicholas County","54067",2020,0
"Nicholas County","54067",2021,12463
"Nicholas County","54067",2022,13254
"Nicollet County","27103",2020,0
"Nicollet County","27103",2021,20701
"Nicollet County","27103",2022,22132
"Niobrara County","56027",2020,0
"Niobrara County","56027",2021,710
"Niobrara County","56027",2022,757
"Noble County","18113",2020,0
"Noble County","18113",2021,17657
"Noble County","18113",2022,19165
"Noble County","39121",2020,0
"Noble County","39121",2021,6004
"Noble County","39121",2022,6915
"Noble County","40103",2020,0
"Noble County","40103",2021,6620
"Noble County","40103",2022,7277
"Nobles County","27105",2020,0
"Nobles County","27105",2021,12671
"Nobles County","27105",2022,13715
"Nodaway County","29147",2020,0
"Nodaway County","29147",2021,10311
"Nodaway County","29147",2022,11149
"Nolan County","48353",2020,0
"Nolan County","48353",2021,5916
"Nolan County","48353",2022,6192
"Nome Census Area","02180",2020,0
"Nome Census Area","02180",2021,6655
"Nome Census Area","02180",2022,7164
"Norfolk County","25021",2020,0
"Norfolk County","25021",2021,534393
"Norfolk County","25021",2022,595996
"Norfolk city","51710",2020,0
"Norfolk city","51710",2021,127392
"Norfolk city","51710",2022,174271
"Norman County","27107",2020,0
"Norman County","27107",2021,3706
"Norman County","27107",2022,3979
"North Slope Borough","02185",2020,0
